No,Unit,Channel,Year,Month,Views Cummulative,Engaged views,Watch time (hours),Subscribers,Average view duration,Average percentage viewed (%),Videos published,Impressions,Impressions click-through rate (%),Unique viewers,New viewers,Returning viewers,Casual viewers,Regular viewers,Subscribers gained,Subscribers lost,Likes,Dislikes,Shares,Comments added,Revenue Cummulative (IDR),Transaction revenue (IDR),Transactions,YouTube Premium (IDR),Watch Page ads (IDR),YouTube ad revenue (IDR),Ad impressions,CPM (IDR),Estimated monetized playbacks,RPM (IDR),Product clicks,Product impressions,Total sales (IDR),Orders,YouTube Premium views,YouTube Premium watch time (hours),Hours streamed,Reminders set,Chat messages,Reactions,Remix count,Remix views,Community clip views,Watch time from community clips (hours),Card clicks,Cards shown,End screen element clicks,End screen elements shown, Total members, Active members, Members gained, Members lost, Canceled memberships, Exit surveys, Average membership tenure (days), Churn rate (%),Lifetime Subscriber/Followers,New Subscribers/Followers,Views Fresh Content, Revenue Fresh Content (IDR), Revenue Fresh Content (USD),"View
 Male (%)","View
 Female (%)","View
 Other (%)",13 - 17 Years,18 - 24 Years,25 - 34 Years,35 - 44 Years,45 - 54 Years,55 - 64 Years,65+ Years
547,Okezone,Okezone Vibes!,2024,July,"752,572","752,572","44,774","1,189",00:03:34,32,23,"7,197,600",9,"523,208","376,992","146,216","146,216",0,"3,411","2,222","3,537",39,568,895,"2,887,787",0,0,"54,131","2,832,599","5,150,180","557,855","9,232","485,216","3,837",0,0,0,0,"8,062",519,,0,,,,"9,545",2,0,0,40,"15,166","257,578",,,,,,,,,"2,080,765","1,189",,  -   ,,,,,,,,,,,
548,Okezone,Okezone Vibes!,2024,August,"346,598","346,598","18,939",-468,00:03:16,36,22,"3,352,383",8,"226,554","154,838","71,716","71,716",0,"1,673","2,141",369,-54,233,204,"1,395,926",0,0,"21,574","1,373,313","2,496,931","276,402","9,034","243,933","4,028",0,0,0,0,"4,026",214,,0,,,,71,0,0,8,266,"8,671","119,428",,,,,,,,,"2,080,297",-468,,  -   ,,,,,,,,,,,
549,Okezone,Okezone Vibes!,2024,September,"747,838","747,838","36,256","1,201",00:02:54,14,83,"7,598,946",8,"542,302","389,125","153,177","153,177",0,"3,333","2,132","26,325",281,"1,012",934,"9,676,842",0,0,"156,779","9,519,096","17,307,446","745,648","23,211","531,512","12,940",0,0,0,0,"18,228",861,6,0,0,"6,036",,125,14,0,1,59,"6,803","119,254",,,,,,,,,"2,081,498","1,201",,  -   ,,,,,,,,,,,
550,Okezone,Okezone Vibes!,2024,October,"11,443","11,443",566,"-1,440",00:02:57,33,13,"133,715",6,"8,974","5,662","3,312","3,312",0,388,"1,828","12,031",-168,18,6,"46,132",0,0,"1,027","45,102","82,003","6,920","11,850","6,075","4,031",0,0,0,0,170,8,5,2,0,0,,208,0,0,0,0,249,"2,475",,,,,,,,,"2,080,058","-1,440",,  -   ,,,,,,,,,,,
551,Okezone,Okezone Vibes!,2024,November,"1,213,638","1,213,638","66,814","3,557",00:03:18,29,230,"12,419,106",8,"871,853","618,222","253,631","253,631",0,"5,660","2,103","6,517",251,595,"1,910","5,922,791",0,0,"110,035","5,806,228","10,565,168","1,024,961","10,308","880,161","4,880",0,0,0,0,"12,436",757,0,12,0,0,1,329,5,0,0,3,"4,702","57,084",,,,,,,,,"2,083,615","3,557",,  -   ,,,,,,,,,,,
552,Okezone,Okezone Vibes!,2024,December,"738,355","738,355","39,105",774,00:03:10,25,151,"7,774,278",8,"562,965","383,497","179,468","179,468",0,"2,880","2,106","3,308",107,477,786,"3,624,186",0,0,"93,060","3,530,492","6,419,328","584,402","10,984","496,288","4,908",0,0,0,0,"12,152",796,,-5,,,,533,0,0,3,128,"4,157","50,161",,,,,,,,,"2,084,389",774,,  -   ,,,,,,,,,,,
553,Okezone,Okezone Vibes!,2025,January,"527,791","527,791","23,683",148,00:02:41,26,157,"6,302,020",7,"360,649","217,263","143,386","143,386",0,"2,181","2,033","2,591",20,309,"1,464","1,824,446",0,0,"44,663","1,779,445","3,235,355","305,847","10,578","271,977","3,457",0,0,0,0,"6,275",347,,0,,,,360,0,0,0,43,"4,866","58,661",,,,,,,,,"2,084,537",148,"297,096","  1,013,540 ",  60 ,,,,,,,,,,
554,Okezone,Okezone Vibes!,2025,February,"415,906","415,906","18,576",416,00:02:40,29,85,"4,441,143",8,"289,985","169,759","120,226","120,226",0,"1,528","1,112","1,239",-7,277,589,"1,580,053",0,0,"48,509","1,531,452","2,784,460","266,977","10,430","233,140","3,799",0,0,0,0,"5,865",307,,0,,,,920,0,0,2,38,"5,734","60,326",,,,,,,,,"2,084,953",416,"172,918","  831,980 ",  49 ,,,,,,,,,,
555,Okezone,Okezone Vibes!,2025,March,"297,739","297,731","13,205",-880,00:02:39,34,21,"2,716,522",9,"227,031","145,268","81,810","80,684","1,126","1,477","2,357",-289,-70,229,251,"1,257,887",0,0,"27,178","1,230,312","2,236,929","228,217","9,802","202,346","4,225",0,0,0,0,"4,283",201,,0,,,,"3,945",0,0,2,66,"3,466","33,325",,,,,,,,,"2,084,073",-880,"156,792","  737,800 ",  43 ,,,,,,,,,,
556,Okezone,Okezone Vibes!,2025,April,"136,262","135,961","7,136",-966,00:03:08,34,2,"1,343,683",8,"87,313","56,753","30,693","28,736","1,957",923,"1,889","-1,665",-127,146,76,"446,437",0,0,"15,402","430,898","783,449","84,675","9,252","76,987","3,284",0,0,0,0,"2,036",117,,0,,,,"5,789",0,0,4,53,"3,796","35,547",,,,,,,,,"2,083,107",-966,991,"  10,880 ",  1 ,,,,,,,,,,
557,Okezone,Okezone Vibes!,2025,May,"193,968","193,754","10,729",-896,00:03:19,37,,"1,850,304",8,"119,634","76,745","42,889","40,704","2,185",898,"1,794",-906,-101,147,117,"681,951",0,0,"28,566","653,321","1,187,857","118,317","10,040","106,111","3,520",0,0,0,0,"3,242",216,,0,,,,"4,047",0,0,1,99,"7,154","64,151",,,,,,,,,"2,082,211",-896,0,  -   ,  -   ,,,,,,,,,,
558,Okezone,Okezone Vibes!,2025,June,"175,995","175,922","11,139",-659,00:03:47,36,,"1,822,491",8,"108,067","73,302","34,765","33,130","1,635",840,"1,499",-495,-57,138,139,"733,186",0,0,"43,121","690,039","1,254,618","115,370","10,875","101,755","4,168",0,0,0,0,"3,398",284,,0,,,,"4,049",0,0,0,30,"4,882","42,350",,,,,,,,,"2,081,552",-659,0,  -   ,  -   ,,,,,,,,,,
559,Okezone,Okezone Vibes!,2025,July,"224,163","223,842","11,428","-1,094",00:03:03,13,58,"2,061,629",9,"152,892","101,666","51,226","48,996","2,230","1,096","2,190",-390,-114,203,285,"756,496",0,0,"34,985","721,392","1,311,623","126,325","10,383","111,408","3,380",0,0,0,0,"4,010",240,4,34,42,60,,"2,997",1,0,2,40,"3,713","38,014",,,,,,,,,"2,080,458","-1,094","83,512","  339,660 ",  20 ,49.80%,50.10%,,1.30%,9.70%,33.30%,21.80%,15.20%,12.20%,6.50%
560,Okezone,Okezone Vibes!,2025,August,"677,095","672,412","54,396",622,00:04:51,7,153,"5,477,453",10,"418,100","296,712","121,388","117,699","3,689","2,406","1,784","2,978",49,526,710,"4,821,736","42,851",1,"199,346","4,579,082","8,325,570","624,008","13,342","460,954","7,171",0,110,0,0,"12,043","1,396",40,115,"20,412","17,591",,"2,587",0,0,1,26,"3,512","75,734",,,,,,,,,"2,081,233",622,"521,325","  4,521,320 ",  266 ,38.60%,61.30%,0%,1.20%,10.00%,37.00%,25.00%,14.50%,8.80%,3.50%
561,Okezone,Okezone Vibes!,2025,September,"620,605","617,768","37,595","1,514",00:03:39,15,220,"5,430,738",9,"416,092","269,411","146,681","141,147","5,534","3,340","1,826","2,820",74,784,"1,637","3,202,183",0,0,"117,312","3,084,437","5,623,032","488,636","11,508","380,082","5,183",83,"4,301",0,0,"8,709",799,82,104,"3,494","11,540",,"2,328",0,0,10,"4,089","4,247","129,137",,,,,,,,,"2,082,647","1,514","397,147","  2,503,930 ",  147 ,48.30%,51.70%,0%,1.50%,8.70%,33.80%,24.30%,16.20%,10.90%,4.70%
562,Okezone,Okezone Vibes!,2025,October,"642,711","609,106","37,540",966,00:03:41,10,239,"5,503,322",9,"413,794","252,542","161,252","155,063","6,189","2,822","1,856","3,228",-6,868,"1,190","3,433,428",0,4,"143,737","3,280,983","6,059,969","514,179","11,786","387,338","5,637",101,"5,262","159,405",2,"13,159","1,017",100,189,"4,308","8,497",,"2,385",0,0,45,"5,970","4,035","148,040",,,,,,,,,"2,083,613",966,"264,285","  1,745,730 ",  103 ,41.90%,58.10%,0%,1.20%,7.70%,30.60%,22.90%,18.00%,13.30%,6.30%
563,Okezone,Okezone Vibes!,2025,November,"742,505","632,079","27,625",136,00:02:36,21,289,"4,855,150",10,"449,631","276,431","173,506","165,812","7,694","1,940","1,804","4,404",147,645,"1,497","2,424,996",0,7,"74,494","2,307,912","4,196,242","422,159","9,940","350,248","3,837",91,"5,926","391,862",6,"10,476",492,78,50,"1,272","3,406",,"2,248",2,0,17,"2,398","4,753","130,428",,,,,,,,,"2,083,749",136,"565,662","  1,857,250 ",  109 ,44.30%,55.70%,0.00%,1.10%,6.40%,29.40%,21.90%,18.30%,15.40%,7.40%
564,Okezone,Okezone Vibes!,2025,December,"991,861","917,348","97,325",651,00:06:21,16,291,"9,327,715",7,"601,655","443,279","158,181","151,499","6,682","2,499","1,848","4,872",372,"1,202","1,029","5,050,009","42,938",4,"187,425","4,791,210","8,715,021","941,424","9,257","644,412","5,505",283,"21,730","98,452",3,"21,290","2,127",68,112,"3,704","6,075",,"2,022",2,0,1,653,"5,156","132,779",,,,,,,,,"2,084,397",648,"756,028","  4,411,500 ",  260 ,55.50%,44.50%,0%,1.40%,7.30%,30.80%,21.00%,17.70%,14.90%,6.90%
565,Okezone,Okezone Vibes!,2026,January,"808,724","726,331","51,647",334,00:04:15,26,312,"5,552,603",9,"450,895","276,919","174,109","166,108","8,001","2,164","1,830","6,843",154,"1,046","1,612","3,309,757",0,1,"100,154","3,080,015","5,603,304","572,337","9,790","444,591","4,414",122,"17,595","25,486",1,"9,834",723,55,124,22,"1,327",1,"3,693",2,0,2,248,"3,893","114,162",,,,,,,,,"2,084,733",333,"558,833","  2,142,918 ",,40.90%,59.20%,0%,1.20%,6.40%,29.20%,20.10%,17.10%,16.00%,10.10%
566,Okezone,Okezone Vibes!,2026,February,"819,342","774,674","50,639",772,00:03:55,23,429,"7,269,869",8,"518,370","330,878","186,597","177,538","9,059","2,564","1,792","6,317",185,"1,903","1,119","4,506,882",0,3,"165,056","4,323,693","7,859,771","727,705","10,801","566,671","5,817",122,"27,904","53,145",3,"17,366","1,144",121,124,341,"1,796",2,"15,754",30,2,0,97,"6,213","230,542",,,,,,,,,"2,085,506",772,"503,495","  3,021,356 ",,48.50%,51.50%,0.00%,1.10%,5.90%,28.20%,21.85%,18.10%,15.40%,9.60%
567,Okezone,Okezone Vibes!,2026,March,"843,818","809,598","53,820",185,00:03:59,5,399,"7,474,283",9,"601,186","408,662","168,425","159,766","8,659","1,997","1,812","4,788",140,855,669,"4,300,156",0,4,"96,073","4,161,890","7,565,773","784,543","9,644","565,083","5,305",851,"27,572","175,370",3,"10,878",752,201,153,"18,351","21,291",,"4,767",0,0,2,91,"2,806","99,553",,,,,,,,,"2,085,690",185,"577,100","  2,853,114 ",,58.70%,41.30%,0.00%,1.40%,7.20%,33.70%,24.30%,16.40%,11.40%,5.60%
568,Okezone,Okezone Vibes!,2026,April,"1,659,365","1,318,396","48,641",372,00:02:12,2,228,"9,214,621",10,"919,445","669,454","222,966","210,905","12,061","2,527","2,155","4,841",202,880,629,"6,074,732",0,2,"95,343","5,962,671","10,740,508","1,155,337","9,296","864,908","4,676",283,"27,020","48,790",2,"22,356",759,264,414,"1,330","12,046",,"5,899",1,0,4,92,"2,624","88,905",,,,,,,,,"2,086,063",372,"1,213,713","  5,147,585 ",,38.30%,61.70%,0%,1.00%,8.80%,36.40%,24.00%,15.00%,10.10%,4.70%
569,Okezone,Okezone Vibes!,2026,May,"2,656,284","2,160,618","115,217","1,935",00:03:11,25,422,"14,551,727",8,"1,258,184","800,594","379,926","359,130","20,796","3,716","1,781","22,678",937,"1,610","3,544","9,367,949",0,2,"340,363","8,815,429","16,003,318","1,236,866","12,939","867,533","4,273",99,"13,172","25,137",2,"35,757","2,634",247,178,"1,851","26,682",2,"9,447",1,0,0,154,"4,589","237,420",,,,,,,,,"2,087,998","1,935","2,422,116","  8,341,044 ",,37.10%,62.90%,0.00%,1.20%,5.60%,27.60%,23.60%,19.70%,15.10%,7.20%
570,Okezone,Okezone Vibes!,2026,June,"5,080,732","3,692,728","267,088","3,969",00:04:20,28,367,"19,850,395",8,"2,003,129","1,129,619","760,785","720,302","40,483","6,127","2,158","54,683","2,462","2,463","7,781","24,597,069","15,956",2,"1,378,629","22,512,133","40,910,117","2,536,541","16,128","1,661,955","6,843",123,"19,324","85,736",1,"90,587","9,654",143,130,176,"1,721",1,"6,203",0,0,7,358,"4,599","262,047",,,,,,,,,"2,091,968","3,969","4,036,887","  21,664,029 ",,29.00%,71.00%,0.00%,1.10%,5.50%,26.50%,22.60%,21.00%,15.80%,7.50%
571,Okezone,Okezone Vibes!,2026,July,"6,078,369","4,306,840","209,260","3,934",00:02:54,24,342,"17,266,449",9,"2,156,020","955,130","1,026,636","955,613","71,023","5,990","2,056","54,648",582,"2,753","8,442","19,510,526",0,1,"918,202","17,828,138","32,373,879","2,127,831","15,214","1,496,337","4,553",97,"15,656","62,154",1,"87,998","6,183",33,43,"6,407","13,043",1,"6,215",0,0,29,"2,052","5,960","392,221",,,,,,,,,"2,095,903","3,934","4,219,316","  14,545,595 ",,29.90%,70.00%,0.00%,1.20%,5.50%,25.90%,22.80%,21.60%,15.90%,
572,Okezone,Okezone Vibes!,2026,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Okezone,Okezone Vibes!,2026,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Okezone,Okezone Vibes!,2026,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Okezone,Okezone Vibes!,2026,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Okezone,Okezone Vibes!,2026,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Okezone,Radio RDI,2024,January,"241,370","241,370","3,300",219,00:00:49,46,,"4,389,792",5,"200,560","165,662","34,898","34,898",0,440,221,572,18,281,75,,,,,,,,,,,0,0,,,"1,886",31,,0,,,,7,0,0,0,0,69,"17,226",,,,,,,,,"234,245",219,,  -   ,,,,,,,,,,,
578,Okezone,Radio RDI,2024,February,"523,958","523,958","7,754",589,00:00:53,49,1,"6,663,222",7,"439,061","382,617","56,312","56,312",0,831,242,777,45,519,131,,,,,,,,,,,0,0,,,"4,034",73,,0,,,,454,0,0,0,0,40,"11,611",,,,,,,,,"234,834",589,,  -   ,,,,,,,,,,,
579,Okezone,Radio RDI,2024,March,"330,601","330,601","4,968",499,00:00:54,46,1,"6,339,090",5,"283,873","239,539","44,334","44,334",0,726,227,869,35,457,145,,,,,,,,,,,0,0,,,"2,558",41,3,0,0,0,1,30,0,0,0,0,71,"18,993",,,,,,,,,"235,333",499,,  -   ,,,,,,,,,,,
580,Okezone,Radio RDI,2024,April,"326,207","326,207","4,538",473,00:00:50,43,1,"6,346,969",5,"279,452","235,623","43,829","43,829",0,656,183,710,47,542,110,,,,,,,,,,,0,0,,,"2,665",38,5,0,0,0,,4,0,0,0,0,60,"23,341",,,,,,,,,"235,806",473,,  -   ,,,,,,,,,,,
581,Okezone,Radio RDI,2024,May,"403,074","403,074","5,624",579,00:00:50,43,,"6,996,087",5,"338,640","283,290","55,350","55,350",0,823,244,788,36,560,124,,,,,,,,,,,0,0,,,"3,046",48,,0,,,,3,0,0,0,0,122,"35,856",,,,,,,,,"236,385",579,,  -   ,,,,,,,,,,,8.40%
582,Okezone,Radio RDI,2024,June,"445,412","445,412","5,911",658,00:00:47,43,0,"7,766,562",5,"372,879","315,529","57,350","57,350",0,895,237,986,43,523,142,,,,,,,,,,,0,0,,,"3,231",46,,0,,,,54,0,0,0,0,82,"25,710",,,,,,,,,"237,043",658,,  -   ,,,,,,,,,,,3.90%
583,Okezone,Radio RDI,2024,July,"333,450","333,450","4,507",368,00:00:48,44,,"5,770,948",5,"275,698","227,733","47,965","47,965",0,628,260,706,28,478,138,,,,,,,,,,,0,0,,,"2,928",40,,0,,,,,0,0,0,0,58,"15,293",,,,,,,,,"237,411",368,,  -   ,,,,,,,,,,,8.00%
584,Okezone,Radio RDI,2024,August,"275,606","275,606","4,352",306,00:00:56,46,,"4,660,224",5,"232,829","191,811","41,018","41,018",0,532,226,586,36,438,144,,,,,,,,,,,0,0,,,"3,698",52,,0,,,,1,0,0,0,0,66,"28,328",,,,,,,,,"237,717",306,,  -   ,,,,,,,,,,,15.60%
585,Okezone,Radio RDI,2024,September,"251,336","251,336","3,714",210,00:00:53,42,22,"3,922,143",5,"205,244","168,482","36,762","36,762",0,469,259,586,27,372,89,"1,563",0,0,97,0,,,,,6,0,0,0,0,"2,324",38,,0,,,,,0,0,0,0,78,"25,603",,,,,,,,,"237,927",210,,  -   ,,,,,,,,,,,11.50%
586,Okezone,Radio RDI,2024,October,"380,924","380,924","10,344",630,00:01:37,49,,"4,603,108",7,"317,045","268,138","48,907","48,907",0,843,213,"1,157",34,560,352,170,0,0,8,0,,,,,0,0,0,0,0,"3,619",113,,0,,,1,520,0,0,0,0,112,"35,997",,,,,,,,,"238,557",630,,  -   ,,,,,,,,,,,10.00%
587,Okezone,Radio RDI,2024,November,"211,854","211,854","4,155",376,00:01:10,39,,"3,148,051",6,"176,650","141,600","35,050","35,050",0,534,158,748,7,299,127,151,0,0,9,0,,,,,1,0,0,0,0,"1,737",35,,0,,,1,17,0,0,0,0,210,"52,356",,,,,,,,,"238,933",376,,  -   ,,,,,,,,,,,13.00%
588,Okezone,Radio RDI,2024,December,"173,136","173,136","2,975",222,00:01:01,38,,"2,830,739",5,"146,281","118,856","27,425","27,425",0,441,219,482,10,256,86,113,0,0,4,0,,,,,1,0,0,0,0,"1,473",28,,0,,,1,410,0,0,0,0,131,"31,757",,,,,,,,,"239,155",222,,  -   ,,,,,,,,,,,3.10%
589,Okezone,Radio RDI,2025,January,"151,770","151,770","2,289",139,00:00:54,40,2,"2,712,675",5,"122,389","100,518","21,871","21,871",0,334,195,390,14,244,64,65,0,0,6,0,,,,,0,0,0,0,0,"1,381",23,,0,,,1,438,0,0,0,0,42,"12,755",,,,,,,,,"239,294",139,"1,248",  -   ,,,,,,,,,,,9.20%
590,Okezone,Radio RDI,2025,February,"114,645","114,645","1,720",172,00:00:54,41,,"1,696,753",6,"93,006","76,649","16,357","16,357",0,259,87,236,-10,217,54,115,0,0,9,0,,,,,1,0,0,0,0,"1,209",17,,0,,,,8,0,0,0,0,23,"6,581",,,,,,,,,"239,466",172,,  -   ,,,,,,,,,,,8.20%
591,Okezone,Radio RDI,2025,March,"112,618","112,542","1,550",62,00:00:49,36,,"1,775,561",5,"87,768","73,691","14,131","13,842",289,328,266,209,4,243,44,118,0,0,7,0,,,,,1,0,0,0,0,"1,172",19,,0,,,,3,0,0,0,1,29,"7,726",,,,,,,,,"239,528",62,,  -   ,,,,,,,,,,,9.30%
592,Okezone,Radio RDI,2025,April,"204,938","201,544","2,763",309,00:00:49,40,0,"2,427,777",7,"160,202","136,852","23,520","23,018",502,511,202,296,-13,310,58,211,0,0,14,0,,,,,1,0,0,0,0,"1,517",24,,0,,,,3,0,0,0,0,26,"5,799",,,,,,,,,"239,837",309,,  -   ,,,,,,,,,,,8.00%
593,Okezone,Radio RDI,2025,May,"275,458","271,208","3,868",287,00:00:51,46,,"3,151,744",7,"214,005","186,307","27,698","27,219",479,519,232,541,13,395,298,288,0,0,15,0,,,,,1,0,0,0,0,"2,856",46,,0,,,,14,0,0,0,1,29,"11,790",,,,,,,,,"240,124",287,,  -   ,,,,,,,,,,,9.00%
594,Okezone,Radio RDI,2025,June,"275,699","272,315","5,959",425,00:01:18,41,1,"3,251,927",7,"211,878","179,696","32,182","31,689",493,604,179,638,35,255,265,207,0,0,8,0,,,,,1,0,0,0,0,"2,291",58,,0,,,1,"1,156",0,0,0,0,73,"39,314",,,,,,,,,"240,549",425,,  -   ,,,,,,,,,,,11.50%
595,Okezone,Radio RDI,2025,July,"226,562","223,099","5,095",202,00:01:22,41,,"2,616,731",7,"176,630","143,863","32,767","32,255",512,467,265,389,19,258,352,250,0,0,7,0,,,,,1,0,0,0,0,"2,032",61,,0,,,1,"1,511",0,0,0,0,41,"11,497",,,,,,,,,"240,751",202,,  -   ,,59.30%,40.80%,,2.50%,10.40%,32.40%,23.90%,16.50%,10.30%,4.80%
596,Okezone,Radio RDI,2025,August,"210,654","146,826","2,021",398,00:00:49,11,113,"1,528,530",6,"107,129","86,797","20,332","20,008",324,625,227,855,39,235,119,"79,820",0,0,"1,255","67,414","122,699","10,647","11,524","8,686",544,0,0,0,0,"2,324",30,45,4,"1,576","10,209",,5,0,0,0,18,4,"2,015",,,,,,,,,"241,202",398,"115,427","  81,090 ",  5 ,65.90%,34.10%,0%,2.30%,9.60%,34.40%,25.20%,15.50%,9.30%,7.20%
597,Okezone,Radio RDI,2025,September,"103,439","70,430","1,960",449,00:01:39,5,146,"803,306",5,"40,107","33,912","6,195","6,169",26,681,232,"1,581",17,157,242,"186,040",0,0,"2,204","176,960","322,498","38,094","8,466","32,368","2,641",0,0,0,0,808,20,124,11,"3,153","16,539",,6,0,0,1,104,16,"2,340",,,,,,,,,"241,597",448,"90,253","  176,800 ",  10 ,59.50%,40.50%,0%,0.70%,7.10%,33.00%,23.80%,25.70%,6.90%,6.30%
598,Okezone,Radio RDI,2025,October,"251,870","211,554","10,564","1,058",00:02:59,13,362,"2,816,846",5,"130,388","113,705","16,683","16,642",41,"1,423",365,"6,001",32,558,589,"760,781","87,052",7,"11,406","649,235","1,180,813","137,189","8,607","104,836","3,596",0,4,0,0,"2,318",113,123,494,"4,046","67,196",,6,0,0,11,"5,964",146,"20,751",,,,,,,,,"242,656","1,058","210,284","  742,730 ",  44 ,50.00%,50.00%,0%,2.60%,10.40%,30.50%,19.70%,22.80%,9.90%,2.40%
599,Okezone,Radio RDI,2025,November,"175,984","163,797","7,296",756,00:02:40,13,353,"2,415,390",5,"103,271","84,142","19,311","19,259",52,"1,085",329,"3,168",26,211,386,"612,661",0,0,"9,673","598,422","1,088,040","112,199","9,697","86,639","3,740",0,0,0,0,"1,334",77,112,384,"2,855","10,357",,,0,0,14,"3,553",119,"23,359",,,,,,,,,"243,412",756,"129,985","  483,140 ",  28 ,46.80%,53.20%,0%,1.60%,8.00%,29.40%,19.50%,22.20%,12.80%,12.80%
600,Okezone,Radio RDI,2025,December,"105,524","98,529","3,337",313,00:02:01,9,282,"1,714,928",5,"69,558","55,375","14,327","14,289",38,534,221,"1,238",-6,191,179,"413,472",0,0,"5,550","405,366","737,116","64,848","11,367","52,277","4,196",0,0,0,0,"1,162",45,88,271,"2,330","10,856",,6,0,0,8,"2,323",40,"8,975",,,,,,,,,"243,725",313,"75,665","  312,460 ",  18 ,54.20%,45.80%,0%,1.10%,7.40%,29.90%,22.10%,23.50%,11.30%,11.70%
601,Okezone,Radio RDI,2026,January,"96,571","89,291","2,902",300,00:01:56,10,218,"1,593,268",4,"67,206","54,370","12,837","12,678",159,519,219,933,-7,138,161,"300,044",0,0,"5,903","282,454","514,066","50,281","10,224","41,189","3,255",0,2,0,0,"1,348",47,86,350,"2,033","7,196",,12,0,0,5,"1,087",40,"6,236",,,,,,,,,"244,025",300,"57,498","  189,443 ",,43.30%,56.70%,0%,0.50%,7.50%,31.00%,23.10%,18.40%,12.80%,6.60%
602,Okezone,Radio RDI,2026,February,"88,091","72,617","2,199",261,00:01:48,9,227,"1,628,983",3,"50,309","40,547","9,788","9,558",230,487,226,"1,246",6,168,148,"285,709","15,048",2,"3,953","262,455","477,319","47,875","9,970","38,843","3,934",0,0,0,0,"1,231",30,76,346,"2,046","12,853",0,8,0,0,11,"1,190",54,"4,067",,,,,,,,,"244,286",261,"61,879","  212,038 ",,51.80%,48.20%,0.00%,0.60%,8.10%,33.50%,21.50%,21.20%,10.30%,4.80%
603,Okezone,Radio RDI,2026,March,"182,388","144,098","7,098",602,00:02:56,17,205,"2,015,402",4,"108,063","81,634","15,056","14,778",278,920,318,"7,778",74,215,644,"677,305",0,0,"7,201","656,138","1,193,223","105,424","11,318","68,552","4,901",0,0,0,0,"1,943",78,55,213,"1,158","1,858",,3,0,0,10,"1,395",99,"9,434",,,,,,,,,"244,888",602,"151,792","  546,117 ",,44.10%,56.00%,0.00%,3.30%,11.60%,36.40%,22.70%,15.70%,7.30%,3.10%
604,Okezone,Radio RDI,2026,April,"190,856","156,885","7,764",404,00:02:57,17,85,"2,016,874",5,"105,684","74,377","21,606","21,221",385,703,299,"3,599",45,168,307,"613,605",0,0,"9,347","591,486","1,068,660","99,226","10,770","71,482","3,903",0,0,0,0,"1,848",73,54,323,"1,322","5,541",,300,0,0,14,"2,236",123,"10,942",,,,,,,,,"245,292",404,"146,725","  443,814 ",,39.70%,60.20%,0.00%,1.60%,8.90%,32.80%,21.30%,18.20%,11.60%,5.50%
605,Okezone,Radio RDI,2026,May,"190,330","171,041","6,981",393,00:02:26,16,106,"2,531,811",5,"120,394","88,406","26,631","26,110",521,620,227,"2,285",34,163,321,"684,890",0,0,"10,030","668,824","1,207,384","117,420","10,283","93,095","4,035",0,0,0,0,"1,836",72,50,231,"1,092","17,040",,4,0,0,13,"2,563",190,"17,791",,,,,,,,,"245,685",393,"132,463","  466,611 ",,42.80%,57.20%,0.00%,1.30%,7.60%,33.00%,23.10%,18.40%,11.40%,5.20%
606,Okezone,Radio RDI 97.1 FM Jakarta,2026,June,"136,668","126,648","4,854",209,00:02:17,15,68,"1,866,437",5,"98,567","72,557","21,440","20,958",482,441,232,"1,110",8,184,149,"547,396",0,0,"7,084","536,224","975,301","85,715","11,378","70,231","4,335",0,0,0,0,"1,645",56,23,160,358,887,,5,0,0,3,569,105,"10,606",,,,,,,,,"245,894",209,"76,411","  324,757 ",,46.30%,53.80%,0.00%,1.10%,7.20%,30.50%,22.20%,20.20%,12.40%,6.30%
607,Okezone,Radio RDI 97.1 FM Jakarta,2026,July,"375,499","365,152","14,456",497,00:02:22,17,107,"4,334,024",7,"296,176","211,713","45,315","44,674",641,762,265,"1,890",49,167,614,"1,540,425",0,0,"40,785","1,495,079","2,718,809","250,813","10,840","205,729","3,893",0,0,0,0,"6,573",283,2,-42,1,0,,3,0,0,1,459,312,"36,100",,,,,,,,,"246,391",497,"282,657","  1,198,092 ",,51.80%,48.20%,0.00%,1.10%,5.30%,29.20%,24.60%,20.00%,13.50%,
608,Okezone,Radio RDI 97.1 FM Jakarta,2026,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Okezone,Radio RDI 97.1 FM Jakarta,2026,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
